"timestamp","customer_no","location_1"
2019-09-06 07:44:00.000,65,dairy
2019-09-06 07:44:00.000,72,drinks
2019-09-06 07:45:00.000,63,drinks
2019-09-06 07:45:00.000,70,dairy
2019-09-06 07:46:00.000,65,checkout
2019-09-06 07:46:00.000,67,fruit
2019-09-06 07:47:00.000,63,checkout
2019-09-06 07:47:00.000,64,checkout
2019-09-06 07:47:00.000,67,checkout
2019-09-06 07:47:00.000,68,checkout
2019-09-06 07:47:00.000,70,drinks
2019-09-06 07:47:00.000,72,checkout
2019-09-06 07:48:00.000,51,spices
2019-09-06 07:48:00.000,56,checkout
2019-09-06 07:48:00.000,61,checkout
2019-09-06 07:48:00.000,70,checkout
2019-09-06 07:48:00.000,73,spices
2019-09-06 07:48:00.000,74,fruit
2019-09-06 07:48:00.000,75,drinks
2019-09-06 07:48:00.000,76,fruit
2019-09-06 07:49:00.000,54,drinks
2019-09-06 07:49:00.000,62,spices
2019-09-06 07:49:00.000,74,spices
2019-09-06 07:49:00.000,77,fruit
2019-09-06 07:49:00.000,78,drinks
2019-09-06 07:49:00.000,79,dairy
2019-09-06 07:49:00.000,80,drinks
2019-09-06 07:50:00.000,51,checkout
2019-09-06 07:50:00.000,62,checkout
2019-09-06 07:50:00.000,73,checkout
2019-09-06 07:50:00.000,76,checkout
2019-09-06 07:50:00.000,79,drinks
2019-09-06 07:50:00.000,80,checkout
2019-09-06 07:51:00.000,74,dairy
2019-09-06 07:51:00.000,75,checkout
2019-09-06 07:51:00.000,81,fruit
2019-09-06 07:51:00.000,82,drinks
2019-09-06 07:52:00.000,54,spices
2019-09-06 07:52:00.000,59,checkout
2019-09-06 07:52:00.000,78,checkout
2019-09-06 07:52:00.000,79,checkout
2019-09-06 07:53:00.000,54,fruit
2019-09-06 07:53:00.000,83,drinks
2019-09-06 07:53:00.000,84,spices
2019-09-06 07:53:00.000,85,fruit
2019-09-06 07:53:00.000,86,dairy
2019-09-06 07:53:00.000,87,drinks
2019-09-06 07:53:00.000,88,spices
2019-09-06 07:54:00.000,54,checkout
2019-09-06 07:54:00.000,81,checkout
2019-09-06 07:54:00.000,82,checkout
2019-09-06 07:54:00.000,84,dairy
2019-09-06 07:54:00.000,85,spices
2019-09-06 07:54:00.000,86,fruit
2019-09-06 07:54:00.000,87,checkout
2019-09-06 07:54:00.000,88,checkout
2019-09-06 07:55:00.000,77,checkout
2019-09-06 07:55:00.000,83,checkout
2019-09-06 07:55:00.000,85,drinks
2019-09-06 07:56:00.000,74,drinks
2019-09-06 07:56:00.000,89,fruit
2019-09-06 07:57:00.000,84,fruit
2019-09-06 07:57:00.000,86,checkout
2019-09-06 07:57:00.000,89,checkout
2019-09-06 07:57:00.000,90,dairy
2019-09-06 07:57:00.000,91,drinks
2019-09-06 07:57:00.000,92,fruit
2019-09-06 07:57:00.000,93,fruit
2019-09-06 07:58:00.000,85,fruit
2019-09-06 07:58:00.000,93,spices
2019-09-06 07:58:00.000,94,spices
2019-09-06 07:59:00.000,91,dairy
2019-09-06 07:59:00.000,94,checkout
2019-09-06 08:00:00.000,74,fruit
2019-09-06 08:00:00.000,91,drinks
2019-09-06 08:00:00.000,93,drinks
2019-09-06 08:01:00.000,85,dairy
2019-09-06 08:01:00.000,91,checkout
2019-09-06 08:01:00.000,92,drinks
2019-09-06 08:01:00.000,95,dairy
2019-09-06 08:01:00.000,96,spices
2019-09-06 08:01:00.000,97,dairy
2019-09-06 08:02:00.000,85,fruit
2019-09-06 08:02:00.000,92,checkout
2019-09-06 08:02:00.000,96,checkout
2019-09-06 08:02:00.000,97,fruit
2019-09-06 08:02:00.000,98,dairy
2019-09-06 08:02:00.000,99,dairy
2019-09-06 08:03:00.000,74,drinks
2019-09-06 08:03:00.000,84,checkout
2019-09-06 08:03:00.000,90,spices
2019-09-06 08:03:00.000,95,drinks
2019-09-06 08:03:00.000,97,drinks
2019-09-06 08:03:00.000,100,fruit
2019-09-06 08:03:00.000,101,dairy
2019-09-06 08:04:00.000,74,checkout
2019-09-06 08:04:00.000,85,checkout
2019-09-06 08:04:00.000,97,checkout
2019-09-06 08:04:00.000,100,checkout
2019-09-06 08:04:00.000,102,fruit
2019-09-06 08:04:00.000,103,spices
2019-09-06 08:05:00.000,90,dairy
2019-09-06 08:05:00.000,93,checkout
2019-09-06 08:05:00.000,95,checkout
2019-09-06 08:05:00.000,98,checkout
2019-09-06 08:05:00.000,104,dairy
2019-09-06 08:06:00.000,102,dairy
2019-09-06 08:06:00.000,103,dairy
2019-09-06 08:06:00.000,104,drinks
2019-09-06 08:07:00.000,101,checkout
2019-09-06 08:07:00.000,104,dairy
2019-09-06 08:08:00.000,104,spices
2019-09-06 08:08:00.000,105,spices
2019-09-06 08:08:00.000,106,fruit
2019-09-06 08:08:00.000,107,fruit
2019-09-06 08:09:00.000,90,checkout
2019-09-06 08:09:00.000,99,checkout
2019-09-06 08:09:00.000,105,fruit
2019-09-06 08:09:00.000,106,dairy
2019-09-06 08:09:00.000,107,checkout
2019-09-06 08:10:00.000,105,dairy
2019-09-06 08:10:00.000,108,dairy
2019-09-06 08:10:00.000,109,dairy
2019-09-06 08:10:00.000,110,spices
2019-09-06 08:11:00.000,104,checkout
2019-09-06 08:11:00.000,106,spices
2019-09-06 08:11:00.000,108,checkout
2019-09-06 08:11:00.000,110,dairy
2019-09-06 08:11:00.000,111,fruit
2019-09-06 08:11:00.000,112,dairy
2019-09-06 08:11:00.000,113,dairy
2019-09-06 08:11:00.000,114,dairy
2019-09-06 08:12:00.000,106,dairy
2019-09-06 08:12:00.000,111,dairy
2019-09-06 08:12:00.000,113,spices
2019-09-06 08:12:00.000,115,fruit
2019-09-06 08:12:00.000,116,fruit
2019-09-06 08:13:00.000,102,fruit
2019-09-06 08:13:00.000,112,checkout
2019-09-06 08:13:00.000,113,dairy
2019-09-06 08:13:00.000,115,checkout
2019-09-06 08:13:00.000,117,dairy
2019-09-06 08:13:00.000,118,dairy
2019-09-06 08:13:00.000,119,dairy
2019-09-06 08:14:00.000,106,drinks
2019-09-06 08:14:00.000,113,spices
2019-09-06 08:14:00.000,120,dairy
2019-09-06 08:14:00.000,121,fruit
2019-09-06 08:15:00.000,109,drinks
2019-09-06 08:15:00.000,113,drinks
2019-09-06 08:15:00.000,116,checkout
2019-09-06 08:15:00.000,117,checkout
2019-09-06 08:15:00.000,121,checkout
2019-09-06 08:15:00.000,122,fruit
2019-09-06 08:16:00.000,109,fruit
2019-09-06 08:16:00.000,110,checkout
2019-09-06 08:16:00.000,113,checkout
2019-09-06 08:16:00.000,114,checkout
2019-09-06 08:16:00.000,120,checkout
2019-09-06 08:16:00.000,122,drinks
2019-09-06 08:16:00.000,123,dairy
2019-09-06 08:16:00.000,124,fruit
2019-09-06 08:16:00.000,125,fruit
2019-09-06 08:17:00.000,111,spices
2019-09-06 08:17:00.000,123,checkout
2019-09-06 08:17:00.000,124,drinks
2019-09-06 08:17:00.000,126,fruit
2019-09-06 08:17:00.000,127,spices
2019-09-06 08:17:00.000,128,fruit
2019-09-06 08:17:00.000,129,spices
2019-09-06 08:17:00.000,130,spices
2019-09-06 08:17:00.000,131,fruit
2019-09-06 08:18:00.000,103,checkout
2019-09-06 08:18:00.000,105,checkout
2019-09-06 08:18:00.000,106,checkout
2019-09-06 08:18:00.000,111,drinks
2019-09-06 08:18:00.000,127,fruit
2019-09-06 08:18:00.000,128,dairy
2019-09-06 08:18:00.000,129,drinks
2019-09-06 08:18:00.000,130,checkout
2019-09-06 08:18:00.000,131,drinks
2019-09-06 08:18:00.000,132,fruit
2019-09-06 08:19:00.000,109,dairy
2019-09-06 08:19:00.000,124,spices
2019-09-06 08:19:00.000,125,dairy
2019-09-06 08:19:00.000,126,dairy
2019-09-06 08:19:00.000,127,checkout
2019-09-06 08:19:00.000,131,fruit
2019-09-06 08:19:00.000,133,fruit
2019-09-06 08:19:00.000,134,dairy
2019-09-06 08:20:00.000,111,fruit
2019-09-06 08:20:00.000,119,drinks
2019-09-06 08:20:00.000,131,spices
2019-09-06 08:20:00.000,135,spices
2019-09-06 08:20:00.000,136,dairy
2019-09-06 08:20:00.000,137,dairy
2019-09-06 08:20:00.000,138,fruit
2019-09-06 08:20:00.000,139,drinks
2019-09-06 08:21:00.000,102,dairy
2019-09-06 08:21:00.000,109,checkout
2019-09-06 08:21:00.000,119,fruit
2019-09-06 08:21:00.000,122,spices
2019-09-06 08:21:00.000,124,checkout
2019-09-06 08:21:00.000,131,dairy
2019-09-06 08:21:00.000,132,checkout
2019-09-06 08:21:00.000,136,checkout
2019-09-06 08:21:00.000,137,drinks
2019-09-06 08:21:00.000,140,fruit
2019-09-06 08:21:00.000,141,dairy
2019-09-06 08:21:00.000,142,dairy
2019-09-06 08:21:00.000,143,fruit
2019-09-06 08:21:00.000,144,fruit
2019-09-06 08:22:00.000,119,checkout
2019-09-06 08:22:00.000,122,checkout
2019-09-06 08:22:00.000,128,checkout
2019-09-06 08:22:00.000,131,spices
2019-09-06 08:22:00.000,134,checkout
2019-09-06 08:22:00.000,135,dairy
2019-09-06 08:22:00.000,137,fruit
2019-09-06 08:22:00.000,142,drinks
2019-09-06 08:22:00.000,143,drinks
2019-09-06 08:22:00.000,145,dairy
2019-09-06 08:22:00.000,146,spices
2019-09-06 08:22:00.000,147,fruit
2019-09-06 08:22:00.000,148,fruit
2019-09-06 08:22:00.000,149,drinks
2019-09-06 08:23:00.000,102,fruit
2019-09-06 08:23:00.000,129,spices
2019-09-06 08:23:00.000,135,fruit
2019-09-06 08:23:00.000,138,checkout
2019-09-06 08:23:00.000,143,checkout
2019-09-06 08:23:00.000,144,spices
2019-09-06 08:23:00.000,149,fruit
2019-09-06 08:24:00.000,102,dairy
2019-09-06 08:24:00.000,118,drinks
2019-09-06 08:24:00.000,131,dairy
2019-09-06 08:24:00.000,146,checkout
2019-09-06 08:24:00.000,147,checkout
2019-09-06 08:24:00.000,149,dairy
2019-09-06 08:24:00.000,150,fruit
2019-09-06 08:24:00.000,151,dairy
2019-09-06 08:24:00.000,152,fruit
2019-09-06 08:25:00.000,118,checkout
2019-09-06 08:25:00.000,126,checkout
2019-09-06 08:25:00.000,129,drinks
2019-09-06 08:25:00.000,133,spices
2019-09-06 08:25:00.000,135,checkout
2019-09-06 08:25:00.000,140,checkout
2019-09-06 08:25:00.000,144,dairy
2019-09-06 08:25:00.000,148,checkout
2019-09-06 08:25:00.000,150,checkout
2019-09-06 08:25:00.000,152,checkout
2019-09-06 08:25:00.000,153,fruit
2019-09-06 08:25:00.000,154,dairy
2019-09-06 08:26:00.000,102,fruit
2019-09-06 08:26:00.000,133,checkout
2019-09-06 08:26:00.000,137,dairy
2019-09-06 08:26:00.000,139,spices
2019-09-06 08:26:00.000,153,dairy
2019-09-06 08:27:00.000,111,checkout
2019-09-06 08:27:00.000,125,spices
2019-09-06 08:27:00.000,129,checkout
2019-09-06 08:27:00.000,137,checkout
2019-09-06 08:27:00.000,141,checkout
2019-09-06 08:27:00.000,145,spices
2019-09-06 08:27:00.000,151,checkout
2019-09-06 08:27:00.000,155,drinks
2019-09-06 08:27:00.000,156,fruit
2019-09-06 08:28:00.000,139,checkout
2019-09-06 08:28:00.000,145,dairy
2019-09-06 08:28:00.000,155,checkout
2019-09-06 08:28:00.000,156,checkout
2019-09-06 08:28:00.000,157,dairy
2019-09-06 08:28:00.000,158,drinks
2019-09-06 08:28:00.000,159,spices
2019-09-06 08:29:00.000,131,drinks
2019-09-06 08:29:00.000,142,checkout
2019-09-06 08:29:00.000,153,checkout
2019-09-06 08:29:00.000,159,drinks
2019-09-06 08:29:00.000,160,drinks
2019-09-06 08:29:00.000,161,drinks
2019-09-06 08:30:00.000,125,checkout
2019-09-06 08:30:00.000,131,checkout
2019-09-06 08:30:00.000,157,spices
2019-09-06 08:30:00.000,162,spices
2019-09-06 08:30:00.000,163,drinks
2019-09-06 08:30:00.000,164,fruit
2019-09-06 08:30:00.000,165,drinks
2019-09-06 08:30:00.000,166,spices
2019-09-06 08:31:00.000,102,drinks
2019-09-06 08:31:00.000,159,spices
2019-09-06 08:31:00.000,160,spices
2019-09-06 08:31:00.000,161,fruit
2019-09-06 08:31:00.000,164,checkout
2019-09-06 08:31:00.000,165,checkout
2019-09-06 08:31:00.000,166,checkout
2019-09-06 08:32:00.000,159,dairy
2019-09-06 08:32:00.000,161,drinks
2019-09-06 08:32:00.000,162,drinks
2019-09-06 08:32:00.000,163,checkout
2019-09-06 08:32:00.000,167,fruit
2019-09-06 08:32:00.000,168,drinks
2019-09-06 08:33:00.000,102,fruit
2019-09-06 08:33:00.000,159,spices
2019-09-06 08:33:00.000,160,dairy
2019-09-06 08:33:00.000,161,spices
2019-09-06 08:33:00.000,169,spices
2019-09-06 08:33:00.000,170,dairy
2019-09-06 08:33:00.000,171,fruit
2019-09-06 08:34:00.000,145,fruit
2019-09-06 08:34:00.000,149,fruit
2019-09-06 08:34:00.000,154,checkout
2019-09-06 08:34:00.000,157,drinks
2019-09-06 08:34:00.000,158,fruit
2019-09-06 08:34:00.000,161,drinks
2019-09-06 08:34:00.000,162,spices
2019-09-06 08:34:00.000,169,checkout
2019-09-06 08:34:00.000,172,fruit
2019-09-06 08:34:00.000,173,drinks
2019-09-06 08:35:00.000,144,fruit
2019-09-06 08:35:00.000,145,drinks
2019-09-06 08:35:00.000,157,checkout
2019-09-06 08:35:00.000,158,checkout
2019-09-06 08:35:00.000,162,fruit
2019-09-06 08:35:00.000,172,drinks
2019-09-06 08:35:00.000,173,checkout
2019-09-06 08:35:00.000,174,fruit
2019-09-06 08:36:00.000,144,checkout
2019-09-06 08:36:00.000,149,spices
2019-09-06 08:36:00.000,161,fruit
2019-09-06 08:36:00.000,162,dairy
2019-09-06 08:36:00.000,174,drinks
2019-09-06 08:36:00.000,175,spices
2019-09-06 08:36:00.000,176,drinks
2019-09-06 08:37:00.000,145,checkout
2019-09-06 08:37:00.000,149,checkout
2019-09-06 08:37:00.000,160,fruit
2019-09-06 08:37:00.000,168,checkout
2019-09-06 08:37:00.000,171,checkout
2019-09-06 08:37:00.000,172,checkout
2019-09-06 08:38:00.000,159,fruit
2019-09-06 08:38:00.000,160,drinks
2019-09-06 08:38:00.000,161,checkout
2019-09-06 08:38:00.000,162,checkout
2019-09-06 08:38:00.000,167,spices
2019-09-06 08:38:00.000,174,spices
2019-09-06 08:38:00.000,175,checkout
2019-09-06 08:38:00.000,176,dairy
2019-09-06 08:38:00.000,177,dairy
2019-09-06 08:38:00.000,178,drinks
2019-09-06 08:38:00.000,179,fruit
2019-09-06 08:38:00.000,180,dairy
2019-09-06 08:39:00.000,159,checkout
2019-09-06 08:39:00.000,167,drinks
2019-09-06 08:39:00.000,174,checkout
2019-09-06 08:39:00.000,176,fruit
2019-09-06 08:39:00.000,177,drinks
2019-09-06 08:39:00.000,179,dairy
2019-09-06 08:39:00.000,180,spices
2019-09-06 08:39:00.000,181,dairy
2019-09-06 08:39:00.000,182,dairy
2019-09-06 08:39:00.000,183,dairy
2019-09-06 08:40:00.000,167,spices
2019-09-06 08:40:00.000,176,checkout
2019-09-06 08:40:00.000,177,fruit
2019-09-06 08:40:00.000,179,fruit
2019-09-06 08:40:00.000,180,fruit
2019-09-06 08:40:00.000,184,dairy
2019-09-06 08:40:00.000,185,fruit
2019-09-06 08:40:00.000,186,drinks
2019-09-06 08:40:00.000,187,fruit
2019-09-06 08:40:00.000,188,drinks
2019-09-06 08:40:00.000,189,fruit
2019-09-06 08:41:00.000,177,checkout
2019-09-06 08:41:00.000,178,spices
2019-09-06 08:41:00.000,179,checkout
2019-09-06 08:41:00.000,180,dairy
2019-09-06 08:41:00.000,185,checkout
2019-09-06 08:41:00.000,188,spices
2019-09-06 08:41:00.000,189,spices
2019-09-06 08:41:00.000,190,spices
2019-09-06 08:41:00.000,191,drinks
2019-09-06 08:41:00.000,192,dairy
2019-09-06 08:41:00.000,193,fruit
2019-09-06 08:42:00.000,102,dairy
2019-09-06 08:42:00.000,167,dairy
2019-09-06 08:42:00.000,178,checkout
2019-09-06 08:42:00.000,188,drinks
2019-09-06 08:42:00.000,194,drinks
2019-09-06 08:42:00.000,195,spices
2019-09-06 08:43:00.000,102,drinks
2019-09-06 08:43:00.000,167,fruit
2019-09-06 08:43:00.000,187,dairy
2019-09-06 08:43:00.000,190,fruit
2019-09-06 08:43:00.000,191,spices
2019-09-06 08:43:00.000,193,checkout
2019-09-06 08:43:00.000,194,checkout
2019-09-06 08:43:00.000,195,checkout
2019-09-06 08:44:00.000,167,dairy
2019-09-06 08:44:00.000,181,spices
2019-09-06 08:44:00.000,182,spices
2019-09-06 08:44:00.000,186,fruit
2019-09-06 08:44:00.000,188,spices
2019-09-06 08:44:00.000,189,dairy
2019-09-06 08:44:00.000,191,checkout
2019-09-06 08:44:00.000,196,drinks
2019-09-06 08:45:00.000,182,fruit
2019-09-06 08:45:00.000,188,dairy
2019-09-06 08:46:00.000,167,checkout
2019-09-06 08:46:00.000,182,dairy
2019-09-06 08:46:00.000,186,checkout
2019-09-06 08:46:00.000,188,checkout
2019-09-06 08:46:00.000,197,fruit
2019-09-06 08:47:00.000,181,fruit
2019-09-06 08:47:00.000,184,checkout
2019-09-06 08:47:00.000,189,checkout
2019-09-06 08:47:00.000,190,spices
2019-09-06 08:47:00.000,196,checkout
2019-09-06 08:47:00.000,198,drinks
2019-09-06 08:47:00.000,199,dairy
2019-09-06 08:47:00.000,200,dairy
2019-09-06 08:47:00.000,201,fruit
2019-09-06 08:48:00.000,182,fruit
2019-09-06 08:48:00.000,187,checkout
2019-09-06 08:48:00.000,200,fruit
2019-09-06 08:48:00.000,202,dairy
2019-09-06 08:48:00.000,203,fruit
2019-09-06 08:48:00.000,204,spices
2019-09-06 08:48:00.000,205,spices
2019-09-06 08:49:00.000,102,spices
2019-09-06 08:49:00.000,160,spices
2019-09-06 08:49:00.000,183,drinks
2019-09-06 08:49:00.000,197,checkout
2019-09-06 08:49:00.000,201,dairy
2019-09-06 08:49:00.000,205,fruit
2019-09-06 08:49:00.000,206,drinks
2019-09-06 08:49:00.000,207,spices
2019-09-06 08:49:00.000,208,fruit
