"timestamp","cust_id","location_1"
2019-09-02 07:27:00.000,"01-34",checkout
2019-09-02 07:27:00.000,"01-39",checkout
2019-09-02 07:27:00.000,"01-41",dairy
2019-09-02 07:27:00.000,"01-44",checkout
2019-09-02 07:27:00.000,"01-45",dairy
2019-09-02 07:27:00.000,"01-46",checkout
2019-09-02 07:27:00.000,"01-47",drinks
2019-09-02 07:27:00.000,"01-48",drinks
2019-09-02 07:27:00.000,"01-49",spices
2019-09-02 07:28:00.000,"01-41",spices
2019-09-02 07:28:00.000,"01-43",dairy
2019-09-02 07:28:00.000,"01-47",fruit
2019-09-02 07:28:00.000,"01-48",checkout
2019-09-02 07:28:00.000,"01-49",checkout
2019-09-02 07:28:00.000,"01-50",fruit
2019-09-02 07:28:00.000,"01-51",fruit
2019-09-02 07:29:00.000,"01-6",checkout
2019-09-02 07:29:00.000,"01-38",checkout
2019-09-02 07:29:00.000,"01-40",spices
2019-09-02 07:29:00.000,"01-50",drinks
2019-09-02 07:29:00.000,"01-52",drinks
2019-09-02 07:29:00.000,"01-53",fruit
2019-09-02 07:30:00.000,"01-40",checkout
2019-09-02 07:30:00.000,"01-41",drinks
2019-09-02 07:30:00.000,"01-42",spices
2019-09-02 07:30:00.000,"01-45",fruit
2019-09-02 07:30:00.000,"01-54",spices
2019-09-02 07:30:00.000,"01-55",spices
2019-09-02 07:30:00.000,"01-56",fruit
2019-09-02 07:30:00.000,"01-57",fruit
2019-09-02 07:30:00.000,"01-58",drinks
2019-09-02 07:30:00.000,"01-59",dairy
2019-09-02 07:31:00.000,"01-45",drinks
2019-09-02 07:31:00.000,"01-50",spices
2019-09-02 07:31:00.000,"01-51",dairy
2019-09-02 07:31:00.000,"01-52",spices
2019-09-02 07:31:00.000,"01-54",dairy
2019-09-02 07:31:00.000,"01-57",checkout
2019-09-02 07:32:00.000,"01-42",fruit
2019-09-02 07:32:00.000,"01-47",dairy
2019-09-02 07:32:00.000,"01-50",checkout
2019-09-02 07:32:00.000,"01-53",checkout
2019-09-02 07:32:00.000,"01-55",dairy
2019-09-02 07:32:00.000,"01-58",checkout
2019-09-02 07:33:00.000,"01-27",checkout
2019-09-02 07:33:00.000,"01-33",checkout
2019-09-02 07:33:00.000,"01-41",checkout
2019-09-02 07:33:00.000,"01-42",dairy
2019-09-02 07:33:00.000,"01-51",checkout
2019-09-02 07:33:00.000,"01-52",fruit
2019-09-02 07:33:00.000,"01-56",dairy
2019-09-02 07:33:00.000,"01-60",fruit
2019-09-02 07:33:00.000,"01-61",spices
2019-09-02 07:33:00.000,"01-62",spices
2019-09-02 07:34:00.000,"01-45",fruit
2019-09-02 07:34:00.000,"01-56",spices
2019-09-02 07:34:00.000,"01-61",drinks
2019-09-02 07:35:00.000,"01-55",checkout
2019-09-02 07:35:00.000,"01-56",drinks
2019-09-02 07:35:00.000,"01-59",drinks
2019-09-02 07:35:00.000,"01-60",drinks
2019-09-02 07:35:00.000,"01-62",drinks
2019-09-02 07:36:00.000,"01-45",dairy
2019-09-02 07:36:00.000,"01-47",checkout
2019-09-02 07:36:00.000,"01-52",drinks
2019-09-02 07:36:00.000,"01-60",checkout
2019-09-02 07:37:00.000,"01-52",fruit
2019-09-02 07:37:00.000,"01-54",checkout
2019-09-02 07:38:00.000,"01-59",fruit
2019-09-02 07:38:00.000,"01-62",checkout
2019-09-02 07:39:00.000,"01-43",fruit
2019-09-02 07:39:00.000,"01-52",checkout
2019-09-02 07:39:00.000,"01-59",checkout
2019-09-02 07:39:00.000,"01-63",spices
2019-09-02 07:40:00.000,"01-56",checkout
2019-09-02 07:40:00.000,"01-63",drinks
2019-09-02 07:40:00.000,"01-64",drinks
2019-09-02 07:40:00.000,"01-65",drinks
2019-09-02 07:40:00.000,"01-66",spices
2019-09-02 07:41:00.000,"01-43",dairy
2019-09-02 07:41:00.000,"01-61",checkout
2019-09-02 07:41:00.000,"01-63",fruit
2019-09-02 07:42:00.000,"01-64",fruit
2019-09-02 07:42:00.000,"01-67",dairy
2019-09-02 07:42:00.000,"01-68",spices
2019-09-02 07:42:00.000,"01-69",fruit
2019-09-02 07:42:00.000,"01-70",spices
2019-09-02 07:43:00.000,"01-43",checkout
2019-09-02 07:43:00.000,"01-63",dairy
2019-09-02 07:43:00.000,"01-64",drinks
2019-09-02 07:43:00.000,"01-66",drinks
2019-09-02 07:43:00.000,"01-69",checkout
2019-09-02 07:43:00.000,"01-71",dairy
2019-09-02 07:43:00.000,"01-72",spices
2019-09-02 07:43:00.000,"01-73",dairy
2019-09-02 07:43:00.000,"01-74",spices
2019-09-02 07:43:00.000,"01-75",spices
2019-09-02 07:44:00.000,"01-42",checkout
2019-09-02 07:44:00.000,"01-63",fruit
2019-09-02 07:44:00.000,"01-67",spices
2019-09-02 07:44:00.000,"01-70",drinks
2019-09-02 07:44:00.000,"01-71",fruit
2019-09-02 07:44:00.000,"01-73",checkout
2019-09-02 07:44:00.000,"01-75",dairy
2019-09-02 07:44:00.000,"01-76",drinks
2019-09-02 07:44:00.000,"01-77",fruit
2019-09-02 07:44:00.000,"01-78",spices
2019-09-02 07:44:00.000,"01-79",dairy
2019-09-02 07:45:00.000,"01-64",checkout
2019-09-02 07:45:00.000,"01-66",spices
2019-09-02 07:45:00.000,"01-68",drinks
2019-09-02 07:45:00.000,"01-72",drinks
2019-09-02 07:45:00.000,"01-74",fruit
2019-09-02 07:45:00.000,"01-75",drinks
2019-09-02 07:45:00.000,"01-78",dairy
2019-09-02 07:46:00.000,"01-63",drinks
2019-09-02 07:46:00.000,"01-65",dairy
2019-09-02 07:46:00.000,"01-67",drinks
2019-09-02 07:46:00.000,"01-74",checkout
2019-09-02 07:47:00.000,"01-65",checkout
2019-09-02 07:47:00.000,"01-66",checkout
2019-09-02 07:47:00.000,"01-70",checkout
2019-09-02 07:47:00.000,"01-75",spices
2019-09-02 07:47:00.000,"01-80",dairy
2019-09-02 07:47:00.000,"01-81",drinks
2019-09-02 07:47:00.000,"01-82",drinks
2019-09-02 07:47:00.000,"01-83",fruit
2019-09-02 07:48:00.000,"01-63",checkout
2019-09-02 07:48:00.000,"01-67",checkout
2019-09-02 07:48:00.000,"01-68",fruit
2019-09-02 07:48:00.000,"01-75",drinks
2019-09-02 07:48:00.000,"01-78",checkout
2019-09-02 07:48:00.000,"01-80",drinks
2019-09-02 07:48:00.000,"01-81",fruit
2019-09-02 07:48:00.000,"01-83",dairy
2019-09-02 07:48:00.000,"01-84",fruit
2019-09-02 07:48:00.000,"01-85",drinks
2019-09-02 07:49:00.000,"01-76",dairy
2019-09-02 07:49:00.000,"01-81",checkout
2019-09-02 07:49:00.000,"01-83",checkout
2019-09-02 07:49:00.000,"01-85",spices
2019-09-02 07:49:00.000,"01-86",spices
2019-09-02 07:49:00.000,"01-87",drinks
2019-09-02 07:49:00.000,"01-88",dairy
2019-09-02 07:49:00.000,"01-89",drinks
2019-09-02 07:49:00.000,"01-90",spices
2019-09-02 07:50:00.000,"01-68",spices
2019-09-02 07:50:00.000,"01-75",checkout
2019-09-02 07:50:00.000,"01-76",drinks
2019-09-02 07:50:00.000,"01-84",drinks
2019-09-02 07:50:00.000,"01-85",checkout
2019-09-02 07:50:00.000,"01-86",drinks
2019-09-02 07:50:00.000,"01-87",checkout
2019-09-02 07:50:00.000,"01-89",checkout
2019-09-02 07:50:00.000,"01-90",checkout
2019-09-02 07:51:00.000,"01-71",checkout
2019-09-02 07:51:00.000,"01-76",checkout
2019-09-02 07:51:00.000,"01-86",spices
2019-09-02 07:52:00.000,"01-68",checkout
2019-09-02 07:52:00.000,"01-72",checkout
2019-09-02 07:52:00.000,"01-77",checkout
2019-09-02 07:52:00.000,"01-82",checkout
2019-09-02 07:52:00.000,"01-91",fruit
2019-09-02 07:52:00.000,"01-92",dairy
2019-09-02 07:52:00.000,"01-93",dairy
2019-09-02 07:52:00.000,"01-94",drinks
2019-09-02 07:53:00.000,"01-79",drinks
2019-09-02 07:53:00.000,"01-80",spices
2019-09-02 07:53:00.000,"01-86",fruit
2019-09-02 07:53:00.000,"01-93",checkout
2019-09-02 07:53:00.000,"01-94",dairy
2019-09-02 07:53:00.000,"01-95",drinks
2019-09-02 07:53:00.000,"01-96",dairy
2019-09-02 07:54:00.000,"01-79",checkout
2019-09-02 07:54:00.000,"01-80",dairy
2019-09-02 07:54:00.000,"01-84",spices
2019-09-02 07:54:00.000,"01-94",checkout
2019-09-02 07:54:00.000,"01-96",checkout
2019-09-02 07:54:00.000,"01-97",fruit
2019-09-02 07:55:00.000,"01-45",checkout
2019-09-02 07:55:00.000,"01-84",dairy
2019-09-02 07:55:00.000,"01-86",dairy
2019-09-02 07:56:00.000,"01-91",dairy
2019-09-02 07:56:00.000,"01-98",dairy
2019-09-02 07:56:00.000,"01-99",dairy
2019-09-02 07:56:00.000,"01-100",drinks
2019-09-02 07:56:00.000,"01-101",fruit
2019-09-02 07:56:00.000,"01-102",dairy
2019-09-02 07:57:00.000,"01-86",fruit
2019-09-02 07:57:00.000,"01-88",checkout
2019-09-02 07:57:00.000,"01-92",checkout
2019-09-02 07:57:00.000,"01-95",fruit
2019-09-02 07:57:00.000,"01-98",drinks
2019-09-02 07:58:00.000,"01-98",fruit
2019-09-02 07:58:00.000,"01-99",drinks
2019-09-02 07:59:00.000,"01-80",fruit
2019-09-02 07:59:00.000,"01-91",checkout
2019-09-02 07:59:00.000,"01-98",drinks
2019-09-02 08:00:00.000,"01-98",checkout
2019-09-02 08:00:00.000,"01-99",spices
2019-09-02 08:00:00.000,"01-101",checkout
2019-09-02 08:01:00.000,"01-84",drinks
2019-09-02 08:01:00.000,"01-86",spices
2019-09-02 08:01:00.000,"01-97",checkout
2019-09-02 08:01:00.000,"01-99",drinks
2019-09-02 08:01:00.000,"01-102",checkout
2019-09-02 08:02:00.000,"01-80",checkout
2019-09-02 08:02:00.000,"01-84",checkout
2019-09-02 08:02:00.000,"01-95",spices
2019-09-02 08:02:00.000,"01-103",dairy
2019-09-02 08:02:00.000,"01-104",fruit
2019-09-02 08:02:00.000,"01-105",fruit
2019-09-02 08:03:00.000,"01-95",dairy
2019-09-02 08:03:00.000,"01-99",checkout
2019-09-02 08:03:00.000,"01-100",checkout
2019-09-02 08:03:00.000,"01-105",checkout
2019-09-02 08:03:00.000,"01-106",drinks
2019-09-02 08:03:00.000,"01-107",dairy
2019-09-02 08:03:00.000,"01-108",fruit
2019-09-02 08:04:00.000,"01-103",drinks
2019-09-02 08:04:00.000,"01-106",spices
2019-09-02 08:05:00.000,"01-86",dairy
2019-09-02 08:05:00.000,"01-103",spices
2019-09-02 08:05:00.000,"01-109",dairy
2019-09-02 08:05:00.000,"01-110",spices
2019-09-02 08:06:00.000,"01-86",drinks
2019-09-02 08:06:00.000,"01-103",drinks
2019-09-02 08:06:00.000,"01-106",checkout
2019-09-02 08:06:00.000,"01-108",dairy
2019-09-02 08:06:00.000,"01-111",fruit
2019-09-02 08:06:00.000,"01-112",fruit
2019-09-02 08:06:00.000,"01-113",dairy
2019-09-02 08:06:00.000,"01-114",drinks
2019-09-02 08:07:00.000,"01-86",fruit
2019-09-02 08:07:00.000,"01-108",checkout
2019-09-02 08:07:00.000,"01-112",dairy
2019-09-02 08:07:00.000,"01-114",checkout
2019-09-02 08:07:00.000,"01-115",fruit
2019-09-02 08:07:00.000,"01-116",drinks
2019-09-02 08:08:00.000,"01-103",checkout
2019-09-02 08:08:00.000,"01-104",spices
2019-09-02 08:08:00.000,"01-110",dairy
2019-09-02 08:08:00.000,"01-113",drinks
2019-09-02 08:08:00.000,"01-116",checkout
2019-09-02 08:09:00.000,"01-86",drinks
2019-09-02 08:09:00.000,"01-104",drinks
2019-09-02 08:09:00.000,"01-113",fruit
2019-09-02 08:10:00.000,"01-117",dairy
2019-09-02 08:10:00.000,"01-118",fruit
2019-09-02 08:10:00.000,"01-119",drinks
2019-09-02 08:11:00.000,"01-104",spices
2019-09-02 08:11:00.000,"01-110",checkout
2019-09-02 08:11:00.000,"01-113",checkout
2019-09-02 08:11:00.000,"01-119",checkout
2019-09-02 08:11:00.000,"01-120",spices
2019-09-02 08:11:00.000,"01-121",dairy
2019-09-02 08:11:00.000,"01-122",dairy
2019-09-02 08:12:00.000,"01-86",checkout
2019-09-02 08:12:00.000,"01-104",dairy
2019-09-02 08:12:00.000,"01-117",spices
2019-09-02 08:12:00.000,"01-118",checkout
2019-09-02 08:13:00.000,"01-111",dairy
2019-09-02 08:13:00.000,"01-112",checkout
2019-09-02 08:13:00.000,"01-123",drinks
2019-09-02 08:14:00.000,"01-115",checkout
2019-09-02 08:14:00.000,"01-120",dairy
2019-09-02 08:14:00.000,"01-124",fruit
2019-09-02 08:14:00.000,"01-125",fruit
2019-09-02 08:14:00.000,"01-126",fruit
2019-09-02 08:15:00.000,"01-104",fruit
2019-09-02 08:15:00.000,"01-111",checkout
2019-09-02 08:15:00.000,"01-120",checkout
2019-09-02 08:16:00.000,"01-117",drinks
2019-09-02 08:16:00.000,"01-121",checkout
2019-09-02 08:16:00.000,"01-122",drinks
2019-09-02 08:16:00.000,"01-124",checkout
2019-09-02 08:16:00.000,"01-125",checkout
2019-09-02 08:16:00.000,"01-127",spices
2019-09-02 08:16:00.000,"01-128",fruit
2019-09-02 08:16:00.000,"01-129",spices
2019-09-02 08:16:00.000,"01-130",drinks
2019-09-02 08:17:00.000,"01-117",checkout
2019-09-02 08:17:00.000,"01-122",checkout
2019-09-02 08:17:00.000,"01-123",dairy
2019-09-02 08:17:00.000,"01-127",fruit
2019-09-02 08:17:00.000,"01-129",checkout
2019-09-02 08:18:00.000,"01-107",spices
2019-09-02 08:18:00.000,"01-123",checkout
2019-09-02 08:18:00.000,"01-127",spices
2019-09-02 08:18:00.000,"01-130",checkout
2019-09-02 08:19:00.000,"01-107",checkout
2019-09-02 08:19:00.000,"01-127",checkout
2019-09-02 08:20:00.000,"01-131",dairy
2019-09-02 08:21:00.000,"01-126",checkout
2019-09-02 08:21:00.000,"01-131",checkout
2019-09-02 08:21:00.000,"01-132",fruit
2019-09-02 08:22:00.000,"01-95",checkout
2019-09-02 08:22:00.000,"01-128",checkout
2019-09-02 08:22:00.000,"01-133",dairy
2019-09-02 08:22:00.000,"01-134",drinks
2019-09-02 08:22:00.000,"01-135",dairy
2019-09-02 08:22:00.000,"01-136",dairy
2019-09-02 08:22:00.000,"01-137",fruit
2019-09-02 08:22:00.000,"01-138",fruit
2019-09-02 08:22:00.000,"01-139",dairy
2019-09-02 08:22:00.000,"01-140",fruit
2019-09-02 08:23:00.000,"01-132",checkout
2019-09-02 08:23:00.000,"01-138",dairy
2019-09-02 08:23:00.000,"01-141",fruit
2019-09-02 08:23:00.000,"01-142",dairy
2019-09-02 08:23:00.000,"01-143",dairy
2019-09-02 08:24:00.000,"01-104",checkout
2019-09-02 08:24:00.000,"01-138",spices
2019-09-02 08:25:00.000,"01-133",drinks
2019-09-02 08:25:00.000,"01-138",drinks
2019-09-02 08:25:00.000,"01-139",checkout
2019-09-02 08:25:00.000,"01-140",checkout
2019-09-02 08:25:00.000,"01-141",checkout
2019-09-02 08:26:00.000,"01-134",checkout
2019-09-02 08:26:00.000,"01-135",checkout
2019-09-02 08:26:00.000,"01-136",drinks
2019-09-02 08:26:00.000,"01-137",checkout
2019-09-02 08:26:00.000,"01-143",drinks
2019-09-02 08:26:00.000,"01-144",drinks
2019-09-02 08:26:00.000,"01-145",drinks
2019-09-02 08:26:00.000,"01-146",dairy
2019-09-02 08:27:00.000,"01-136",fruit
2019-09-02 08:27:00.000,"01-143",checkout
2019-09-02 08:27:00.000,"01-145",checkout
2019-09-02 08:28:00.000,"01-136",checkout
2019-09-02 08:28:00.000,"01-142",drinks
2019-09-02 08:28:00.000,"01-146",spices
2019-09-02 08:28:00.000,"01-147",dairy
2019-09-02 08:28:00.000,"01-148",spices
2019-09-02 08:28:00.000,"01-149",spices
2019-09-02 08:29:00.000,"01-138",checkout
2019-09-02 08:29:00.000,"01-146",drinks
2019-09-02 08:29:00.000,"01-149",fruit
2019-09-02 08:29:00.000,"01-150",dairy
2019-09-02 08:29:00.000,"01-151",dairy
2019-09-02 08:30:00.000,"01-142",checkout
2019-09-02 08:30:00.000,"01-147",fruit
2019-09-02 08:30:00.000,"01-148",checkout
2019-09-02 08:31:00.000,"01-144",spices
2019-09-02 08:31:00.000,"01-146",spices
2019-09-02 08:31:00.000,"01-147",spices
2019-09-02 08:31:00.000,"01-152",fruit
2019-09-02 08:31:00.000,"01-153",dairy
2019-09-02 08:31:00.000,"01-154",dairy
2019-09-02 08:31:00.000,"01-155",drinks
2019-09-02 08:32:00.000,"01-147",fruit
2019-09-02 08:32:00.000,"01-149",checkout
2019-09-02 08:32:00.000,"01-155",checkout
2019-09-02 08:32:00.000,"01-156",fruit
2019-09-02 08:32:00.000,"01-157",spices
2019-09-02 08:33:00.000,"01-109",spices
2019-09-02 08:33:00.000,"01-133",spices
2019-09-02 08:33:00.000,"01-146",checkout
2019-09-02 08:33:00.000,"01-152",checkout
2019-09-02 08:33:00.000,"01-153",checkout
2019-09-02 08:33:00.000,"01-154",spices
2019-09-02 08:33:00.000,"01-156",checkout
2019-09-02 08:33:00.000,"01-158",drinks
2019-09-02 08:33:00.000,"01-159",drinks
2019-09-02 08:33:00.000,"01-160",fruit
2019-09-02 08:34:00.000,"01-109",drinks
2019-09-02 08:34:00.000,"01-147",drinks
2019-09-02 08:34:00.000,"01-150",drinks
2019-09-02 08:34:00.000,"01-151",fruit
2019-09-02 08:34:00.000,"01-159",fruit
2019-09-02 08:34:00.000,"01-161",dairy
2019-09-02 08:34:00.000,"01-162",spices
2019-09-02 08:34:00.000,"01-163",drinks
2019-09-02 08:34:00.000,"01-164",fruit
2019-09-02 08:35:00.000,"01-144",drinks
2019-09-02 08:35:00.000,"01-150",checkout
2019-09-02 08:35:00.000,"01-157",dairy
2019-09-02 08:35:00.000,"01-158",spices
2019-09-02 08:35:00.000,"01-160",drinks
2019-09-02 08:35:00.000,"01-161",drinks
2019-09-02 08:35:00.000,"01-162",fruit
2019-09-02 08:35:00.000,"01-163",spices
2019-09-02 08:35:00.000,"01-165",fruit
2019-09-02 08:36:00.000,"01-133",dairy
2019-09-02 08:36:00.000,"01-144",checkout
2019-09-02 08:36:00.000,"01-154",drinks
2019-09-02 08:36:00.000,"01-158",drinks
2019-09-02 08:36:00.000,"01-163",dairy
2019-09-02 08:36:00.000,"01-164",dairy
2019-09-02 08:37:00.000,"01-109",fruit
2019-09-02 08:37:00.000,"01-161",spices
2019-09-02 08:37:00.000,"01-166",dairy
2019-09-02 08:37:00.000,"01-167",spices
2019-09-02 08:38:00.000,"01-147",checkout
2019-09-02 08:38:00.000,"01-154",fruit
2019-09-02 08:38:00.000,"01-157",checkout
2019-09-02 08:38:00.000,"01-159",spices
2019-09-02 08:38:00.000,"01-162",checkout
2019-09-02 08:38:00.000,"01-167",dairy
2019-09-02 08:38:00.000,"01-168",drinks
2019-09-02 08:39:00.000,"01-109",dairy
2019-09-02 08:39:00.000,"01-151",checkout
2019-09-02 08:39:00.000,"01-161",drinks
2019-09-02 08:39:00.000,"01-167",fruit
2019-09-02 08:39:00.000,"01-169",drinks
2019-09-02 08:40:00.000,"01-160",checkout
2019-09-02 08:40:00.000,"01-168",spices
2019-09-02 08:40:00.000,"01-170",fruit
2019-09-02 08:40:00.000,"01-171",spices
2019-09-02 08:40:00.000,"01-172",drinks
2019-09-02 08:40:00.000,"01-173",drinks
2019-09-02 08:40:00.000,"01-174",fruit
2019-09-02 08:41:00.000,"01-133",spices
2019-09-02 08:41:00.000,"01-154",drinks
2019-09-02 08:41:00.000,"01-161",spices
2019-09-02 08:41:00.000,"01-164",checkout
2019-09-02 08:41:00.000,"01-167",dairy
2019-09-02 08:41:00.000,"01-168",checkout
2019-09-02 08:41:00.000,"01-171",dairy
2019-09-02 08:41:00.000,"01-175",drinks
2019-09-02 08:41:00.000,"01-176",drinks
2019-09-02 08:42:00.000,"01-163",drinks
2019-09-02 08:42:00.000,"01-165",dairy
2019-09-02 08:42:00.000,"01-167",drinks
2019-09-02 08:42:00.000,"01-169",spices
2019-09-02 08:42:00.000,"01-172",spices
2019-09-02 08:42:00.000,"01-175",checkout
2019-09-02 08:42:00.000,"01-176",fruit
2019-09-02 08:43:00.000,"01-154",fruit
2019-09-02 08:43:00.000,"01-165",drinks
2019-09-02 08:43:00.000,"01-170",checkout
2019-09-02 08:43:00.000,"01-177",fruit
2019-09-02 08:43:00.000,"01-178",fruit
2019-09-02 08:43:00.000,"01-179",spices
2019-09-02 08:43:00.000,"01-180",fruit
2019-09-02 08:43:00.000,"01-181",fruit
2019-09-02 08:43:00.000,"01-182",dairy
2019-09-02 08:43:00.000,"01-183",fruit
2019-09-02 08:44:00.000,"01-109",spices
2019-09-02 08:44:00.000,"01-154",spices
2019-09-02 08:44:00.000,"01-159",drinks
2019-09-02 08:44:00.000,"01-166",checkout
2019-09-02 08:44:00.000,"01-169",checkout
2019-09-02 08:44:00.000,"01-171",checkout
2019-09-02 08:44:00.000,"01-174",checkout
2019-09-02 08:44:00.000,"01-176",checkout
2019-09-02 08:44:00.000,"01-181",dairy
2019-09-02 08:44:00.000,"01-183",checkout
2019-09-02 08:44:00.000,"01-184",drinks
2019-09-02 08:45:00.000,"01-109",fruit
2019-09-02 08:45:00.000,"01-133",dairy
2019-09-02 08:45:00.000,"01-158",checkout
2019-09-02 08:45:00.000,"01-159",fruit
2019-09-02 08:45:00.000,"01-173",checkout
2019-09-02 08:45:00.000,"01-177",checkout
2019-09-02 08:45:00.000,"01-179",drinks
2019-09-02 08:45:00.000,"01-181",checkout
2019-09-02 08:45:00.000,"01-182",spices
2019-09-02 08:45:00.000,"01-184",spices
2019-09-02 08:46:00.000,"01-109",spices
2019-09-02 08:46:00.000,"01-133",fruit
2019-09-02 08:46:00.000,"01-154",dairy
2019-09-02 08:46:00.000,"01-159",checkout
2019-09-02 08:46:00.000,"01-161",dairy
2019-09-02 08:46:00.000,"01-172",dairy
2019-09-02 08:46:00.000,"01-178",drinks
