"cust_id","location_1","location_2"
"01-33",drinks,dairy
"01-33",dairy,spices
"01-33",spices,fruit
"01-33",fruit,dairy
"01-33",dairy,spices
"01-33",spices,drinks
"01-33",drinks,fruit
"01-34",fruit,drinks
"01-34",drinks,spices
"01-34",spices,spices
"01-34",spices,checkout
"01-34",checkout,exit
"01-35",checkout,exit
"01-35",drinks,dairy
"01-35",dairy,dairy
"01-36",dairy,checkout
"01-36",checkout,exit
"01-37",checkout,exit
"01-37",fruit,dairy
"01-38",dairy,fruit
"01-38",fruit,checkout
"01-38",checkout,exit
"01-39",dairy,checkout
"01-39",checkout,exit
"01-40",spices,checkout
"01-40",checkout,exit
"01-40",dairy,spices
"01-41",spices,dairy
"01-41",dairy,checkout
"01-41",checkout,exit
"01-41",drinks,drinks
"01-41",drinks,dairy
"01-42",dairy,checkout
"01-42",checkout,exit
"01-42",fruit,dairy
"01-42",dairy,spices
"01-42",spices,dairy
"01-43",dairy,dairy
"01-43",dairy,fruit
"01-43",fruit,checkout
"01-43",checkout,exit
"01-43",fruit,checkout
"01-44",checkout,exit
"01-44",fruit,dairy
"01-45",dairy,spices
"01-45",spices,fruit
"01-45",fruit,drinks
"01-45",drinks,fruit
"01-45",fruit,dairy
"01-45",dairy,checkout
"01-45",checkout,exit
"01-46",checkout,exit
"01-46",fruit,dairy
"01-47",dairy,fruit
"01-47",fruit,drinks
"01-47",drinks,checkout
"01-47",checkout,exit
"01-48",drinks,checkout
"01-48",checkout,exit
"01-49",spices,checkout
"01-49",checkout,exit
"01-50",fruit,spices
"01-50",spices,checkout
"01-50",checkout,exit
"01-50",drinks,fruit
"01-51",fruit,checkout
"01-51",checkout,exit
"01-51",dairy,fruit
"01-52",fruit,checkout
"01-52",checkout,exit
"01-52",drinks,drinks
"01-52",drinks,fruit
"01-52",fruit,spices
"01-52",spices,checkout
"01-53",checkout,exit
"01-53",fruit,dairy
"01-54",dairy,spices
"01-54",spices,checkout
"01-54",checkout,exit
"01-55",checkout,exit
"01-55",spices,dairy
"01-55",dairy,drinks
"01-56",drinks,spices
"01-56",spices,fruit
"01-56",fruit,dairy
"01-56",dairy,checkout
"01-56",checkout,exit
"01-57",fruit,checkout
"01-57",checkout,exit
"01-58",checkout,exit
"01-58",drinks,checkout
"01-59",checkout,exit
"01-59",dairy,drinks
"01-59",drinks,fruit
"01-59",fruit,drinks
"01-60",drinks,fruit
"01-60",fruit,checkout
"01-60",checkout,exit
"01-61",checkout,exit
"01-61",drinks,spices
"01-61",spices,spices
"01-62",spices,drinks
"01-62",drinks,checkout
"01-62",checkout,exit
"01-63",fruit,fruit
"01-63",fruit,drinks
"01-63",drinks,checkout
"01-63",checkout,exit
"01-63",dairy,drinks
"01-63",drinks,spices
"01-63",spices,fruit
"01-64",fruit,drinks
"01-64",drinks,checkout
"01-64",checkout,exit
"01-64",drinks,dairy
"01-65",dairy,checkout
"01-65",checkout,exit
"01-65",drinks,spices
"01-66",spices,drinks
"01-66",drinks,spices
"01-66",spices,checkout
"01-66",checkout,exit
"01-67",dairy,drinks
"01-67",drinks,spices
"01-67",spices,checkout
"01-67",checkout,exit
"01-68",fruit,drinks
"01-68",drinks,checkout
"01-68",checkout,exit
"01-68",spices,spices
"01-68",spices,checkout
"01-69",checkout,exit
"01-69",fruit,drinks
"01-70",drinks,checkout
"01-70",checkout,exit
"01-70",spices,dairy
"01-71",dairy,fruit
"01-71",fruit,checkout
"01-71",checkout,exit
"01-72",drinks,spices
"01-72",spices,checkout
"01-72",checkout,exit
"01-73",dairy,checkout
"01-73",checkout,exit
"01-74",checkout,exit
"01-74",spices,fruit
"01-74",fruit,spices
"01-75",spices,drinks
"01-75",drinks,spices
"01-75",spices,drinks
"01-75",drinks,checkout
"01-75",checkout,exit
"01-75",dairy,drinks
"01-76",drinks,dairy
"01-76",dairy,checkout
"01-76",checkout,exit
"01-76",drinks,checkout
"01-77",checkout,exit
"01-77",fruit,checkout
"01-78",checkout,exit
"01-78",spices,dairy
"01-78",dairy,dairy
"01-79",dairy,drinks
"01-79",drinks,checkout
"01-79",checkout,exit
"01-80",fruit,dairy
"01-80",dairy,drinks
"01-80",drinks,spices
"01-80",spices,dairy
"01-80",dairy,checkout
"01-80",checkout,exit
"01-81",drinks,checkout
"01-81",checkout,exit
"01-81",fruit,drinks
"01-82",drinks,checkout
"01-82",checkout,exit
"01-83",dairy,fruit
"01-83",fruit,checkout
"01-83",checkout,exit
"01-84",dairy,drinks
"01-84",drinks,spices
"01-84",spices,drinks
"01-84",drinks,checkout
"01-84",checkout,exit
"01-84",fruit,checkout
"01-85",checkout,exit
"01-85",drinks,spices
"01-85",spices,spices
"01-86",spices,dairy
"01-86",dairy,drinks
"01-86",drinks,spices
"01-86",spices,spices
"01-86",spices,fruit
"01-86",fruit,fruit
"01-86",fruit,drinks
"01-86",drinks,dairy
"01-86",dairy,drinks
"01-86",drinks,checkout
"01-86",checkout,exit
"01-86",fruit,checkout
"01-87",checkout,exit
"01-87",drinks,dairy
"01-88",dairy,checkout
"01-88",checkout,exit
"01-89",drinks,checkout
"01-89",checkout,exit
"01-90",spices,checkout
"01-90",checkout,exit
"01-91",dairy,fruit
"01-91",fruit,checkout
"01-91",checkout,exit
"01-92",dairy,checkout
"01-92",checkout,exit
"01-93",checkout,exit
"01-93",dairy,checkout
"01-94",checkout,exit
"01-94",drinks,dairy
"01-94",dairy,drinks
"01-95",drinks,fruit
"01-95",fruit,checkout
"01-95",checkout,exit
"01-95",spices,dairy
"01-95",dairy,dairy
"01-96",dairy,checkout
"01-96",checkout,exit
"01-97",checkout,exit
"01-97",fruit,checkout
"01-98",checkout,exit
"01-98",drinks,fruit
"01-98",fruit,dairy
"01-98",dairy,drinks
"01-98",drinks,drinks
"01-99",drinks,dairy
"01-99",dairy,drinks
"01-99",drinks,spices
"01-99",spices,checkout
"01-99",checkout,exit
"01-100",drinks,checkout
"01-100",checkout,exit
"01-101",checkout,exit
"01-101",fruit,checkout
"01-102",checkout,exit
"01-102",dairy,spices
"01-103",spices,drinks
"01-103",drinks,drinks
"01-103",drinks,dairy
"01-103",dairy,checkout
"01-103",checkout,exit
"01-104",checkout,exit
"01-104",spices,fruit
"01-104",fruit,fruit
"01-104",fruit,dairy
"01-104",dairy,spices
"01-104",spices,drinks
"01-104",drinks,fruit
"01-105",fruit,checkout
"01-105",checkout,exit
"01-106",spices,checkout
"01-106",checkout,exit
"01-106",drinks,checkout
"01-107",checkout,exit
"01-107",dairy,spices
"01-107",spices,checkout
"01-108",checkout,exit
"01-108",dairy,fruit
"01-108",fruit,checkout
"01-109",checkout,exit
"01-109",dairy,drinks
"01-109",drinks,spices
"01-109",spices,spices
"01-109",spices,fruit
"01-109",fruit,spices
"01-109",spices,drinks
"01-109",drinks,dairy
"01-109",dairy,fruit
"01-109",fruit,checkout
"01-110",checkout,exit
"01-110",dairy,spices
"01-110",spices,dairy
"01-111",dairy,checkout
"01-111",checkout,exit
"01-111",fruit,checkout
"01-112",checkout,exit
"01-112",fruit,dairy
"01-112",dairy,drinks
"01-113",drinks,checkout
"01-113",checkout,exit
"01-113",dairy,fruit
"01-113",fruit,checkout
"01-114",checkout,exit
"01-114",drinks,fruit
"01-115",fruit,checkout
"01-115",checkout,exit
"01-116",drinks,checkout
"01-116",checkout,exit
"01-117",dairy,drinks
"01-117",drinks,spices
"01-117",spices,checkout
"01-117",checkout,exit
"01-118",fruit,checkout
"01-118",checkout,exit
"01-119",checkout,exit
"01-119",drinks,checkout
"01-120",checkout,exit
"01-120",dairy,spices
"01-120",spices,checkout
"01-121",checkout,exit
"01-121",dairy,dairy
"01-122",dairy,checkout
"01-122",checkout,exit
"01-122",drinks,dairy
"01-123",dairy,checkout
"01-123",checkout,exit
"01-123",drinks,checkout
"01-124",checkout,exit
"01-124",fruit,fruit
"01-125",fruit,checkout
"01-125",checkout,exit
"01-126",fruit,checkout
"01-126",checkout,exit
"01-127",fruit,spices
"01-127",spices,checkout
"01-127",checkout,exit
"01-127",spices,checkout
"01-128",checkout,exit
"01-128",fruit,checkout
"01-129",checkout,exit
"01-129",spices,drinks
"01-130",drinks,checkout
"01-130",checkout,exit
"01-131",dairy,checkout
"01-131",checkout,exit
"01-132",checkout,exit
"01-132",fruit,dairy
"01-133",dairy,checkout
"01-133",checkout,exit
"01-133",fruit,spices
"01-133",spices,drinks
"01-133",drinks,dairy
"01-133",dairy,dairy
"01-133",dairy,spices
"01-133",spices,drinks
"01-134",drinks,checkout
"01-134",checkout,exit
"01-135",dairy,checkout
"01-135",checkout,exit
"01-136",dairy,drinks
"01-136",drinks,checkout
"01-136",checkout,exit
"01-136",fruit,fruit
"01-137",fruit,checkout
"01-137",checkout,exit
"01-138",dairy,drinks
"01-138",drinks,spices
"01-138",spices,fruit
"01-138",fruit,checkout
"01-138",checkout,exit
"01-139",checkout,exit
"01-139",dairy,checkout
"01-140",checkout,exit
"01-140",fruit,checkout
"01-141",checkout,exit
"01-141",fruit,dairy
"01-142",dairy,drinks
"01-142",drinks,checkout
"01-142",checkout,exit
"01-143",dairy,checkout
"01-143",checkout,exit
"01-143",drinks,checkout
"01-144",checkout,exit
"01-144",spices,drinks
"01-144",drinks,drinks
"01-144",drinks,checkout
"01-145",checkout,exit
"01-145",drinks,checkout
"01-146",checkout,exit
"01-146",spices,drinks
"01-146",drinks,spices
"01-146",spices,dairy
"01-146",dairy,checkout
"01-147",checkout,exit
"01-147",drinks,fruit
"01-147",fruit,dairy
"01-147",dairy,fruit
"01-147",fruit,spices
"01-147",spices,spices
"01-148",spices,checkout
"01-148",checkout,exit
"01-149",spices,checkout
"01-149",checkout,exit
"01-149",fruit,checkout
"01-150",checkout,exit
"01-150",dairy,drinks
"01-150",drinks,dairy
"01-151",dairy,fruit
"01-151",fruit,checkout
"01-151",checkout,exit
"01-152",fruit,checkout
"01-152",checkout,exit
"01-153",dairy,checkout
"01-153",checkout,exit
"01-154",dairy,drinks
"01-154",drinks,fruit
"01-154",fruit,checkout
"01-154",checkout,exit
"01-154",spices,drinks
"01-154",drinks,fruit
"01-154",fruit,spices
"01-154",spices,dairy
"01-154",dairy,checkout
"01-155",checkout,exit
"01-155",drinks,fruit
"01-156",fruit,checkout
"01-156",checkout,exit
"01-157",checkout,exit
"01-157",spices,dairy
"01-157",dairy,drinks
"01-158",drinks,drinks
"01-158",drinks,checkout
"01-158",checkout,exit
"01-158",spices,checkout
"01-159",checkout,exit
"01-159",fruit,drinks
"01-159",drinks,spices
"01-159",spices,fruit
"01-159",fruit,drinks
"01-159",drinks,drinks
"01-160",drinks,checkout
"01-160",checkout,exit
"01-160",fruit,dairy
"01-161",dairy,drinks
"01-161",drinks,dairy
"01-161",dairy,spices
"01-161",spices,checkout
"01-161",checkout,exit
"01-161",drinks,spices
"01-161",spices,fruit
"01-162",fruit,spices
"01-162",spices,checkout
"01-162",checkout,exit
"01-163",dairy,drinks
"01-163",drinks,spices
"01-163",spices,checkout
"01-163",checkout,exit
"01-163",drinks,checkout
"01-164",checkout,exit
"01-164",fruit,dairy
"01-164",dairy,fruit
"01-165",fruit,drinks
"01-165",drinks,checkout
"01-165",checkout,exit
"01-165",dairy,checkout
"01-166",checkout,exit
"01-166",dairy,checkout
"01-167",checkout,exit
"01-167",spices,dairy
"01-167",dairy,fruit
"01-167",fruit,dairy
"01-167",dairy,drinks
"01-167",drinks,drinks
"01-167",drinks,spices
"01-167",spices,dairy
"01-167",dairy,spices
"01-167",spices,fruit
"01-167",fruit,drinks
"01-168",drinks,spices
"01-168",spices,checkout
"01-168",checkout,exit
"01-169",drinks,spices
"01-169",spices,checkout
"01-169",checkout,exit
"01-170",fruit,checkout
"01-170",checkout,exit
"01-171",spices,checkout
"01-171",checkout,exit
"01-171",dairy,dairy
"01-172",dairy,checkout
"01-172",checkout,exit
"01-172",spices,drinks
"01-172",drinks,checkout
"01-173",checkout,exit
"01-173",drinks,checkout
"01-174",checkout,exit
"01-174",fruit,checkout
"01-175",checkout,exit
"01-175",drinks,fruit
"01-176",fruit,drinks
"01-176",drinks,checkout
"01-176",checkout,exit
"01-177",fruit,checkout
"01-177",checkout,exit
"01-178",drinks,fruit
"01-178",fruit,checkout
"01-178",checkout,exit
"01-179",spices,drinks
"01-179",drinks,checkout
"01-179",checkout,exit
"01-180",dairy,checkout
"01-180",checkout,exit
"01-180",fruit,checkout
"01-181",checkout,exit
"01-181",dairy,fruit
"01-181",fruit,spices
"01-182",spices,dairy
"01-182",dairy,dairy
"01-182",dairy,checkout
"01-182",checkout,exit
"01-183",checkout,exit
"01-183",fruit,checkout
"01-184",checkout,exit
"01-184",drinks,drinks
"01-184",drinks,fruit
"01-184",fruit,spices
"01-184",spices,checkout
"01-185",checkout,exit
"01-185",dairy,checkout
"01-186",checkout,exit
"01-186",dairy,fruit
"01-186",fruit,spices
"01-186",spices,drinks
"01-186",drinks,dairy
"01-186",dairy,fruit
"01-186",fruit,drinks
"01-186",drinks,dairy
"01-186",dairy,fruit
"01-186",fruit,drinks
"01-187",drinks,spices
"01-187",spices,checkout
"01-187",checkout,exit
"01-187",dairy,fruit
"01-187",fruit,checkout
"01-188",checkout,exit
"01-188",fruit,spices
"01-189",spices,fruit
"01-189",fruit,checkout
"01-189",checkout,exit
"01-189",drinks,dairy
"01-189",dairy,checkout
"01-190",checkout,exit
"01-190",spices,dairy
"01-190",dairy,checkout
"01-191",checkout,exit
"01-191",drinks,dairy
"01-191",dairy,dairy
"01-191",dairy,spices
"01-191",spices,checkout
"01-192",checkout,exit
"01-192",fruit,drinks
"01-192",drinks,dairy
"01-192",dairy,drinks
"01-192",drinks,drinks
"01-193",drinks,checkout
"01-193",checkout,exit
"01-194",checkout,exit
"01-194",drinks,checkout
"01-195",checkout,exit
"01-195",drinks,dairy
"01-195",dairy,fruit
"01-195",fruit,checkout
"01-196",checkout,exit
"01-196",spices,fruit
"01-196",fruit,dairy
"01-196",dairy,spices
"01-197",spices,checkout
"01-197",checkout,exit
"01-197",fruit,fruit
"01-198",fruit,checkout
"01-198",checkout,exit
"01-199",drinks,dairy
"01-199",dairy,fruit
"01-199",fruit,spices
"01-199",spices,spices
"01-199",spices,fruit
"01-199",fruit,checkout
"01-199",checkout,exit
"01-200",checkout,exit
"01-200",fruit,checkout
"01-201",checkout,exit
"01-201",fruit,dairy
"01-201",dairy,dairy
"01-202",dairy,checkout
"01-202",checkout,exit
"01-203",checkout,exit
"01-203",drinks,spices
"01-203",spices,dairy
"01-204",dairy,checkout
"01-204",checkout,exit
"01-205",fruit,drinks
"01-205",drinks,checkout
"01-205",checkout,exit
"01-206",dairy,dairy
"01-206",dairy,drinks
"01-206",drinks,fruit
"01-206",fruit,fruit
"01-206",fruit,checkout
"01-206",checkout,exit
"01-207",fruit,checkout
"01-207",checkout,exit
"01-208",dairy,drinks
"01-208",drinks,dairy
"01-208",dairy,checkout
"01-208",checkout,exit
"01-208",fruit,checkout
"01-209",checkout,exit
"01-209",fruit,checkout
"01-210",checkout,exit
"01-210",fruit,dairy
"01-211",dairy,fruit
"01-211",fruit,dairy
"01-211",dairy,drinks
"01-211",drinks,checkout
"01-211",checkout,exit
"01-211",spices,checkout
"01-212",checkout,exit
"01-212",dairy,checkout
"01-213",checkout,exit
"01-213",drinks,drinks
"01-214",drinks,fruit
"01-214",fruit,dairy
"01-214",dairy,drinks
"01-214",drinks,fruit
"01-214",fruit,checkout
"01-214",checkout,exit
"01-215",fruit,checkout
"01-215",checkout,exit
"01-216",drinks,checkout
"01-216",checkout,exit
"01-216",drinks,spices
"01-216",spices,dairy
"01-216",dairy,checkout
"01-217",checkout,exit
"01-217",dairy,dairy
"01-217",dairy,fruit
"01-217",fruit,spices
"01-217",spices,drinks
"01-217",drinks,checkout
"01-218",checkout,exit
"01-218",fruit,fruit
"01-219",fruit,checkout
"01-219",checkout,exit
"01-219",dairy,fruit
"01-219",fruit,dairy
"01-220",dairy,checkout
"01-220",checkout,exit
"01-220",fruit,drinks
"01-220",drinks,fruit
"01-220",fruit,drinks
"01-220",drinks,spices
"01-220",spices,checkout
"01-221",checkout,exit
"01-221",dairy,checkout
"01-222",checkout,exit
"01-222",spices,fruit
"01-223",fruit,checkout
"01-223",checkout,exit
"01-224",spices,drinks
"01-224",drinks,checkout
"01-224",checkout,exit
"01-225",spices,checkout
"01-225",checkout,exit
"01-225",fruit,fruit
"01-226",fruit,checkout
"01-226",checkout,exit
"01-227",fruit,checkout
"01-227",checkout,exit
"01-228",spices,drinks
"01-228",drinks,checkout
"01-228",checkout,exit
"01-229",checkout,exit
"01-229",dairy,spices
"01-229",spices,fruit
"01-229",fruit,fruit
"01-229",fruit,dairy
"01-229",dairy,drinks
"01-230",drinks,checkout
"01-230",checkout,exit
"01-230",dairy,fruit
"01-230",fruit,checkout
"01-231",checkout,exit
"01-231",fruit,drinks
"01-231",drinks,dairy
"01-231",dairy,checkout
"01-232",checkout,exit
"01-232",dairy,drinks
"01-232",drinks,fruit
"01-232",fruit,checkout
"01-233",checkout,exit
"01-233",dairy,fruit
"01-233",fruit,fruit
"01-234",fruit,drinks
"01-234",drinks,fruit
"01-234",fruit,drinks
"01-234",drinks,spices
"01-234",spices,checkout
"01-234",checkout,exit
"01-234",fruit,dairy
"01-234",dairy,checkout
"01-235",checkout,exit
"01-235",dairy,spices
"01-236",spices,fruit
"01-236",fruit,checkout
"01-236",checkout,exit
"01-236",fruit,dairy
"01-236",dairy,drinks
"01-236",drinks,fruit
"01-237",fruit,spices
"01-237",spices,drinks
"01-237",drinks,checkout
"01-237",checkout,exit
"01-238",fruit,dairy
"01-238",dairy,checkout
"01-238",checkout,exit
"01-239",checkout,exit
"01-239",fruit,spices
"01-240",spices,drinks
"01-240",drinks,checkout
"01-240",checkout,exit
"01-241",checkout,exit
"01-241",drinks,dairy
"01-241",dairy,spices
"01-241",spices,checkout
"01-242",checkout,exit
"01-242",fruit,spices
"01-243",spices,drinks
"01-243",drinks,checkout
"01-243",checkout,exit
"01-244",checkout,exit
"01-244",dairy,spices
"01-244",spices,fruit
"01-245",fruit,checkout
"01-245",checkout,exit
"01-246",checkout,exit
"01-246",fruit,fruit
"01-247",fruit,checkout
"01-247",checkout,exit
"01-247",drinks,drinks
"01-248",drinks,fruit
"01-248",fruit,spices
"01-248",spices,checkout
"01-248",checkout,exit
"01-249",checkout,exit
"01-249",fruit,checkout
"01-250",checkout,exit
"01-250",dairy,checkout
"01-251",checkout,exit
"01-251",fruit,spices
"01-251",spices,drinks
"01-252",drinks,spices
"01-252",spices,fruit
"01-252",fruit,drinks
"01-252",drinks,checkout
"01-252",checkout,exit
"01-253",checkout,exit
"01-253",drinks,dairy
"01-253",dairy,spices
"01-253",spices,dairy
"01-253",dairy,spices
"01-254",spices,checkout
"01-254",checkout,exit
"01-254",spices,dairy
"01-254",dairy,drinks
"01-254",drinks,checkout
"01-255",checkout,exit
"01-255",dairy,dairy
"01-256",dairy,fruit
"01-256",fruit,drinks
"01-256",drinks,fruit
"01-256",fruit,spices
"01-256",spices,dairy
"01-256",dairy,spices
"01-256",spices,drinks
"01-256",drinks,checkout
"01-256",checkout,exit
"01-256",fruit,dairy
"01-257",dairy,fruit
"01-257",fruit,checkout
"01-257",checkout,exit
"01-258",spices,drinks
"01-258",drinks,dairy
"01-258",dairy,fruit
"01-258",fruit,checkout
"01-258",checkout,exit
"01-258",dairy,dairy
"01-258",dairy,spices
"01-258",spices,drinks
"01-259",drinks,checkout
"01-259",checkout,exit
"01-260",dairy,drinks
"01-260",drinks,checkout
"01-260",checkout,exit
"01-261",fruit,checkout
"01-261",checkout,exit
"01-262",checkout,exit
"01-262",fruit,checkout
"01-263",checkout,exit
"01-263",dairy,checkout
"01-264",checkout,exit
"01-264",dairy,dairy
"01-264",dairy,drinks
"01-264",drinks,fruit
"01-264",fruit,checkout
"01-265",checkout,exit
"01-265",fruit,fruit
"01-266",fruit,spices
"01-266",spices,checkout
"01-266",checkout,exit
"01-266",drinks,checkout
"01-267",checkout,exit
"01-267",fruit,checkout
"01-268",checkout,exit
"01-268",fruit,fruit
"01-269",fruit,checkout
"01-269",checkout,exit
"01-270",checkout,exit
"01-270",fruit,drinks
"01-271",drinks,checkout
"01-271",checkout,exit
"01-271",dairy,fruit
"01-272",fruit,drinks
"01-272",drinks,checkout
"01-272",checkout,exit
"01-273",checkout,exit
"01-273",fruit,checkout
"01-274",checkout,exit
"01-274",drinks,fruit
"01-275",fruit,checkout
"01-275",checkout,exit
"01-275",dairy,fruit
"01-276",fruit,checkout
"01-276",checkout,exit
"01-277",drinks,checkout
"01-277",checkout,exit
"01-277",drinks,spices
"01-277",spices,dairy
"01-277",dairy,fruit
"01-277",fruit,fruit
"01-278",fruit,checkout
"01-278",checkout,exit
"01-279",drinks,checkout
"01-279",checkout,exit
"01-279",drinks,fruit
"01-279",fruit,spices
"01-279",spices,checkout
"01-280",checkout,exit
"01-280",spices,drinks
"01-281",drinks,fruit
"01-281",fruit,checkout
"01-281",checkout,exit
"01-282",fruit,checkout
"01-282",checkout,exit
"01-282",spices,fruit
"01-283",fruit,checkout
"01-283",checkout,exit
"01-284",spices,checkout
"01-284",checkout,exit
"01-284",drinks,dairy
"01-284",dairy,drinks
"01-285",drinks,checkout
"01-285",checkout,exit
"01-285",dairy,checkout
"01-286",checkout,exit
"01-286",spices,drinks
"01-286",drinks,dairy
"01-286",dairy,fruit
"01-286",fruit,dairy
"01-286",dairy,spices
"01-287",spices,checkout
"01-287",checkout,exit
"01-287",drinks,fruit
"01-287",fruit,drinks
"01-288",drinks,dairy
"01-288",dairy,spices
"01-288",spices,checkout
"01-288",checkout,exit
"01-288",fruit,checkout
"01-289",checkout,exit
"01-289",drinks,dairy
"01-290",dairy,checkout
"01-290",checkout,exit
"01-290",drinks,fruit
"01-291",fruit,fruit
"01-291",fruit,checkout
"01-291",checkout,exit
"01-291",dairy,fruit
"01-292",fruit,checkout
"01-292",checkout,exit
"01-293",checkout,exit
"01-293",spices,dairy
"01-293",dairy,drinks
"01-293",drinks,fruit
"01-293",fruit,dairy
"01-293",dairy,fruit
"01-293",fruit,fruit
"01-294",fruit,checkout
"01-294",checkout,exit
"01-294",drinks,checkout
"01-295",checkout,exit
"01-295",fruit,checkout
"01-296",checkout,exit
"01-296",fruit,drinks
"01-297",drinks,checkout
"01-297",checkout,exit
"01-297",dairy,fruit
"01-297",fruit,fruit
"01-297",fruit,checkout
"01-298",checkout,exit
"01-298",spices,dairy
"01-298",dairy,spices
"01-299",spices,checkout
"01-299",checkout,exit
"01-300",checkout,exit
"01-300",drinks,drinks
"01-300",drinks,spices
"01-300",spices,fruit
"01-301",fruit,fruit
"01-301",fruit,dairy
"01-301",dairy,spices
"01-301",spices,checkout
"01-301",checkout,exit
"01-302",fruit,checkout
"01-302",checkout,exit
"01-303",checkout,exit
"01-303",drinks,checkout
"01-304",checkout,exit
"01-304",fruit,checkout
"01-305",checkout,exit
"01-305",spices,drinks
"01-305",drinks,spices
"01-305",spices,dairy
"01-305",dairy,fruit
"01-305",fruit,drinks
"01-306",drinks,dairy
"01-306",dairy,checkout
"01-306",checkout,exit
"01-307",checkout,exit
"01-307",fruit,fruit
"01-308",fruit,checkout
"01-308",checkout,exit
"01-309",checkout,exit
"01-309",spices,checkout
"01-310",checkout,exit
"01-310",dairy,checkout
"01-311",checkout,exit
"01-311",fruit,dairy
"01-312",dairy,drinks
"01-312",drinks,fruit
"01-312",fruit,drinks
"01-312",drinks,checkout
"01-312",checkout,exit
"01-312",fruit,dairy
"01-313",dairy,drinks
"01-313",drinks,checkout
"01-313",checkout,exit
"01-314",spices,fruit
"01-314",fruit,checkout
"01-314",checkout,exit
"01-314",drinks,dairy
"01-314",dairy,drinks
"01-314",drinks,checkout
"01-315",checkout,exit
"01-315",dairy,dairy
"01-316",dairy,spices
"01-316",spices,fruit
"01-316",fruit,checkout
"01-316",checkout,exit
"01-317",checkout,exit
"01-317",dairy,fruit
"01-317",fruit,checkout
"01-318",checkout,exit
"01-318",dairy,spices
"01-319",spices,checkout
"01-319",checkout,exit
"01-319",dairy,fruit
"01-319",fruit,drinks
"01-320",drinks,checkout
"01-320",checkout,exit
"01-321",checkout,exit
"01-321",drinks,fruit
"01-321",fruit,checkout
"01-322",checkout,exit
"01-322",dairy,spices
"01-322",spices,dairy
"01-323",dairy,checkout
"01-323",checkout,exit
"01-323",fruit,dairy
"01-324",dairy,fruit
"01-324",fruit,spices
"01-324",spices,checkout
"01-324",checkout,exit
"01-325",checkout,exit
"01-325",spices,checkout
"01-326",checkout,exit
"01-326",dairy,checkout
"01-327",checkout,exit
"01-327",fruit,drinks
"01-327",drinks,fruit
"01-328",fruit,spices
"01-328",spices,dairy
"01-328",dairy,checkout
"01-328",checkout,exit
"01-328",spices,spices
"01-329",spices,drinks
"01-329",drinks,checkout
"01-329",checkout,exit
"01-330",checkout,exit
"01-330",fruit,checkout
"01-331",checkout,exit
"01-331",fruit,spices
"01-331",spices,dairy
"01-332",dairy,checkout
"01-332",checkout,exit
"01-332",fruit,fruit
"01-332",fruit,dairy
"01-332",dairy,dairy
"01-332",dairy,spices
"01-332",spices,spices
"01-333",spices,dairy
"01-333",dairy,spices
"01-333",spices,checkout
"01-333",checkout,exit
"01-334",checkout,exit
"01-334",spices,checkout
"01-335",checkout,exit
"01-335",dairy,checkout
"01-336",checkout,exit
"01-336",spices,fruit
"01-337",fruit,checkout
