customer_id,before,after
MO_58,checkout,checkout
MO_59,dairy,dairy
MO_59,dairy,dairy
MO_59,dairy,dairy
MO_59,dairy,dairy
MO_59,dairy,drinks
MO_59,drinks,drinks
MO_59,drinks,drinks
MO_59,drinks,fruit
MO_59,fruit,checkout
MO_59,checkout,checkout
MO_60,fruit,fruit
MO_60,fruit,drinks
MO_60,drinks,checkout
MO_60,checkout,checkout
MO_61,spices,drinks
MO_61,drinks,drinks
MO_61,drinks,drinks
MO_61,drinks,drinks
MO_61,drinks,drinks
MO_61,drinks,drinks
MO_61,drinks,drinks
MO_61,drinks,checkout
MO_61,checkout,checkout
MO_62,spices,spices
MO_62,spices,drinks
MO_62,drinks,drinks
MO_62,drinks,drinks
MO_62,drinks,checkout
MO_62,checkout,checkout
MO_63,spices,drinks
MO_63,drinks,fruit
MO_63,fruit,fruit
MO_63,fruit,dairy
MO_63,dairy,fruit
MO_63,fruit,fruit
MO_63,fruit,drinks
MO_63,drinks,drinks
MO_63,drinks,checkout
MO_63,checkout,checkout
MO_64,drinks,drinks
MO_64,drinks,fruit
MO_64,fruit,drinks
MO_64,drinks,drinks
MO_64,drinks,checkout
MO_64,checkout,checkout
MO_65,drinks,drinks
MO_65,drinks,drinks
MO_65,drinks,drinks
MO_65,drinks,drinks
MO_65,drinks,drinks
MO_65,drinks,dairy
MO_65,dairy,checkout
MO_65,checkout,checkout
MO_66,spices,spices
MO_66,spices,spices
MO_66,spices,drinks
MO_66,drinks,drinks
MO_66,drinks,spices
MO_66,spices,spices
MO_66,spices,checkout
MO_66,checkout,checkout
MO_67,dairy,dairy
MO_67,dairy,spices
MO_67,spices,spices
MO_67,spices,drinks
MO_67,drinks,drinks
MO_67,drinks,checkout
MO_67,checkout,checkout
MO_68,spices,spices
MO_68,spices,spices
MO_68,spices,drinks
MO_68,drinks,drinks
MO_68,drinks,drinks
MO_68,drinks,fruit
MO_68,fruit,fruit
MO_68,fruit,spices
MO_68,spices,spices
MO_68,spices,checkout
MO_68,checkout,checkout
MO_69,fruit,checkout
MO_69,checkout,checkout
MO_70,spices,spices
MO_70,spices,drinks
MO_70,drinks,drinks
MO_70,drinks,drinks
MO_70,drinks,checkout
MO_70,checkout,checkout
MO_71,dairy,fruit
MO_71,fruit,fruit
MO_71,fruit,fruit
MO_71,fruit,fruit
MO_71,fruit,fruit
MO_71,fruit,fruit
MO_71,fruit,fruit
MO_71,fruit,checkout
MO_71,checkout,checkout
MO_72,spices,spices
MO_72,spices,drinks
MO_72,drinks,drinks
MO_72,drinks,drinks
MO_72,drinks,drinks
MO_72,drinks,drinks
MO_72,drinks,drinks
MO_72,drinks,drinks
MO_72,drinks,checkout
MO_72,checkout,checkout
MO_73,dairy,checkout
MO_73,checkout,checkout
MO_74,spices,spices
MO_74,spices,fruit
MO_74,fruit,checkout
MO_74,checkout,checkout
MO_75,spices,dairy
MO_75,dairy,drinks
MO_75,drinks,drinks
MO_75,drinks,spices
MO_75,spices,drinks
MO_75,drinks,drinks
MO_75,drinks,checkout
MO_75,checkout,checkout
MO_76,drinks,drinks
MO_76,drinks,drinks
MO_76,drinks,drinks
MO_76,drinks,drinks
MO_76,drinks,dairy
MO_76,dairy,drinks
MO_76,drinks,checkout
MO_76,checkout,checkout
MO_77,fruit,fruit
MO_77,fruit,fruit
MO_77,fruit,fruit
MO_77,fruit,fruit
MO_77,fruit,fruit
MO_77,fruit,fruit
MO_77,fruit,fruit
MO_77,fruit,checkout
MO_77,checkout,checkout
MO_78,spices,dairy
MO_78,dairy,dairy
MO_78,dairy,dairy
MO_78,dairy,checkout
MO_78,checkout,checkout
MO_79,dairy,dairy
MO_79,dairy,dairy
MO_79,dairy,dairy
MO_79,dairy,dairy
MO_79,dairy,dairy
MO_79,dairy,dairy
MO_79,dairy,dairy
MO_79,dairy,dairy
MO_79,dairy,drinks
MO_79,drinks,checkout
MO_79,checkout,checkout
MO_80,dairy,drinks
MO_80,drinks,drinks
MO_80,drinks,drinks
MO_80,drinks,drinks
MO_80,drinks,drinks
MO_80,drinks,spices
MO_80,spices,dairy
MO_80,dairy,dairy
MO_80,dairy,dairy
MO_80,dairy,dairy
MO_80,dairy,dairy
MO_80,dairy,fruit
MO_80,fruit,fruit
MO_80,fruit,fruit
MO_80,fruit,checkout
MO_80,checkout,checkout
MO_81,drinks,fruit
MO_81,fruit,checkout
MO_81,checkout,checkout
MO_82,drinks,drinks
MO_82,drinks,drinks
MO_82,drinks,drinks
MO_82,drinks,drinks
MO_82,drinks,checkout
MO_82,checkout,checkout
MO_83,fruit,dairy
MO_83,dairy,checkout
MO_83,checkout,checkout
MO_84,fruit,fruit
MO_84,fruit,drinks
MO_84,drinks,drinks
MO_84,drinks,drinks
MO_84,drinks,drinks
MO_84,drinks,spices
MO_84,spices,dairy
MO_84,dairy,dairy
MO_84,dairy,dairy
MO_84,dairy,dairy
MO_84,dairy,dairy
MO_84,dairy,dairy
MO_84,dairy,drinks
MO_84,drinks,checkout
MO_84,checkout,checkout
MO_85,drinks,spices
MO_85,spices,checkout
MO_85,checkout,checkout
MO_86,spices,drinks
MO_86,drinks,spices
MO_86,spices,spices
MO_86,spices,fruit
MO_86,fruit,fruit
MO_86,fruit,dairy
MO_86,dairy,dairy
MO_86,dairy,fruit
MO_86,fruit,fruit
MO_86,fruit,fruit
MO_86,fruit,fruit
MO_86,fruit,spices
MO_86,spices,spices
MO_86,spices,spices
MO_86,spices,spices
MO_86,spices,dairy
MO_86,dairy,drinks
MO_86,drinks,fruit
MO_86,fruit,fruit
MO_86,fruit,drinks
MO_86,drinks,drinks
MO_86,drinks,drinks
MO_86,drinks,checkout
MO_86,checkout,checkout
MO_87,drinks,checkout
MO_87,checkout,checkout
MO_88,dairy,dairy
MO_88,dairy,dairy
MO_88,dairy,dairy
MO_88,dairy,dairy
MO_88,dairy,dairy
MO_88,dairy,dairy
MO_88,dairy,dairy
MO_88,dairy,checkout
MO_88,checkout,checkout
MO_89,drinks,checkout
MO_89,checkout,checkout
MO_90,spices,checkout
MO_90,checkout,checkout
MO_91,fruit,fruit
MO_91,fruit,fruit
MO_91,fruit,fruit
MO_91,fruit,dairy
MO_91,dairy,dairy
MO_91,dairy,dairy
MO_91,dairy,checkout
MO_91,checkout,checkout
MO_92,dairy,dairy
MO_92,dairy,dairy
MO_92,dairy,dairy
MO_92,dairy,dairy
MO_92,dairy,checkout
MO_92,checkout,checkout
MO_93,dairy,checkout
MO_93,checkout,checkout
MO_94,drinks,dairy
MO_94,dairy,checkout
MO_94,checkout,checkout
MO_95,drinks,drinks
MO_95,drinks,drinks
MO_95,drinks,drinks
MO_95,drinks,fruit
MO_95,fruit,fruit
MO_95,fruit,fruit
MO_95,fruit,fruit
MO_95,fruit,fruit
MO_95,fruit,spices
MO_95,spices,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,dairy
MO_95,dairy,checkout
MO_95,checkout,checkout
MO_96,dairy,checkout
MO_96,checkout,checkout
MO_97,fruit,fruit
MO_97,fruit,fruit
MO_97,fruit,fruit
MO_97,fruit,fruit
MO_97,fruit,fruit
MO_97,fruit,fruit
MO_97,fruit,checkout
MO_97,checkout,checkout
MO_98,dairy,drinks
MO_98,drinks,fruit
MO_98,fruit,drinks
MO_98,drinks,checkout
MO_98,checkout,checkout
MO_99,dairy,dairy
MO_99,dairy,drinks
MO_99,drinks,drinks
MO_99,drinks,spices
MO_99,spices,drinks
MO_99,drinks,drinks
MO_99,drinks,checkout
MO_99,checkout,checkout
MO_100,drinks,drinks
MO_100,drinks,drinks
MO_100,drinks,drinks
MO_100,drinks,drinks
MO_100,drinks,drinks
MO_100,drinks,drinks
MO_100,drinks,checkout
MO_100,checkout,checkout
MO_101,fruit,fruit
MO_101,fruit,fruit
MO_101,fruit,fruit
MO_101,fruit,checkout
MO_101,checkout,checkout
MO_102,dairy,dairy
MO_102,dairy,dairy
MO_102,dairy,dairy
MO_102,dairy,dairy
MO_102,dairy,checkout
MO_102,checkout,checkout
MO_103,dairy,dairy
MO_103,dairy,drinks
MO_103,drinks,spices
MO_103,spices,drinks
MO_103,drinks,drinks
MO_103,drinks,checkout
MO_103,checkout,checkout
MO_104,fruit,fruit
MO_104,fruit,fruit
MO_104,fruit,fruit
MO_104,fruit,fruit
MO_104,fruit,fruit
MO_104,fruit,spices
MO_104,spices,drinks
MO_104,drinks,drinks
MO_104,drinks,spices
MO_104,spices,dairy
MO_104,dairy,dairy
MO_104,dairy,dairy
MO_104,dairy,fruit
MO_104,fruit,fruit
MO_104,fruit,fruit
MO_104,fruit,fruit
MO_104,fruit,fruit
MO_104,fruit,fruit
MO_104,fruit,fruit
MO_104,fruit,fruit
MO_104,fruit,fruit
MO_104,fruit,checkout
MO_104,checkout,checkout
MO_105,fruit,checkout
MO_105,checkout,checkout
MO_106,drinks,spices
MO_106,spices,spices
MO_106,spices,checkout
MO_106,checkout,checkout
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,dairy
MO_107,dairy,spices
MO_107,spices,checkout
MO_107,checkout,checkout
MO_108,fruit,fruit
MO_108,fruit,fruit
MO_108,fruit,dairy
MO_108,dairy,checkout
MO_108,checkout,checkout
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,spices
MO_109,spices,drinks
MO_109,drinks,drinks
MO_109,drinks,drinks
MO_109,drinks,fruit
MO_109,fruit,fruit
MO_109,fruit,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,dairy
MO_109,dairy,spices
MO_109,spices,fruit
MO_109,fruit,spices
MO_109,spices,spices
MO_109,spices,drinks
MO_109,drinks,drinks
MO_109,drinks,checkout
MO_109,checkout,checkout
MO_110,spices,spices
MO_110,spices,spices
MO_110,spices,dairy
MO_110,dairy,dairy
MO_110,dairy,dairy
MO_110,dairy,checkout
MO_110,checkout,checkout
MO_111,fruit,fruit
MO_111,fruit,fruit
MO_111,fruit,fruit
MO_111,fruit,fruit
MO_111,fruit,fruit
MO_111,fruit,fruit
MO_111,fruit,dairy
MO_111,dairy,dairy
MO_111,dairy,checkout
MO_111,checkout,checkout
MO_112,fruit,dairy
MO_112,dairy,dairy
MO_112,dairy,dairy
MO_112,dairy,dairy
MO_112,dairy,dairy
MO_112,dairy,dairy
MO_112,dairy,checkout
MO_112,checkout,checkout
MO_113,dairy,dairy
MO_113,dairy,drinks
MO_113,drinks,fruit
MO_113,fruit,fruit
MO_113,fruit,checkout
MO_113,checkout,checkout
MO_114,drinks,checkout
MO_114,checkout,checkout
MO_115,fruit,fruit
MO_115,fruit,fruit
MO_115,fruit,fruit
MO_115,fruit,fruit
MO_115,fruit,fruit
MO_115,fruit,fruit
MO_115,fruit,checkout
MO_115,checkout,checkout
MO_116,drinks,checkout
MO_116,checkout,checkout
MO_117,dairy,dairy
MO_117,dairy,spices
MO_117,spices,spices
MO_117,spices,spices
MO_117,spices,spices
MO_117,spices,drinks
MO_117,drinks,checkout
MO_117,checkout,checkout
MO_118,fruit,fruit
MO_118,fruit,checkout
MO_118,checkout,checkout
MO_119,drinks,checkout
MO_119,checkout,checkout
MO_120,spices,spices
MO_120,spices,spices
MO_120,spices,dairy
MO_120,dairy,checkout
MO_120,checkout,checkout
MO_121,dairy,dairy
MO_121,dairy,dairy
MO_121,dairy,dairy
MO_121,dairy,dairy
MO_121,dairy,checkout
MO_121,checkout,checkout
MO_122,dairy,dairy
MO_122,dairy,dairy
MO_122,dairy,dairy
MO_122,dairy,dairy
MO_122,dairy,drinks
MO_122,drinks,checkout
MO_122,checkout,checkout
MO_123,drinks,drinks
MO_123,drinks,drinks
MO_123,drinks,drinks
MO_123,drinks,dairy
MO_123,dairy,checkout
MO_123,checkout,checkout
MO_124,fruit,fruit
MO_124,fruit,checkout
MO_124,checkout,checkout
MO_125,fruit,fruit
MO_125,fruit,checkout
MO_125,checkout,checkout
MO_126,fruit,fruit
MO_126,fruit,fruit
MO_126,fruit,fruit
MO_126,fruit,fruit
MO_126,fruit,fruit
MO_126,fruit,fruit
MO_126,fruit,checkout
MO_126,checkout,checkout
MO_127,spices,fruit
MO_127,fruit,spices
MO_127,spices,checkout
MO_127,checkout,checkout
MO_128,fruit,fruit
MO_128,fruit,fruit
MO_128,fruit,fruit
MO_128,fruit,fruit
MO_128,fruit,fruit
MO_128,fruit,checkout
MO_128,checkout,checkout
MO_129,spices,checkout
MO_129,checkout,checkout
MO_130,drinks,drinks
MO_130,drinks,checkout
MO_130,checkout,checkout
MO_131,dairy,checkout
MO_131,checkout,checkout
MO_132,fruit,fruit
MO_132,fruit,checkout
MO_132,checkout,checkout
MO_133,dairy,dairy
MO_133,dairy,dairy
MO_133,dairy,drinks
MO_133,drinks,drinks
MO_133,drinks,drinks
MO_133,drinks,drinks
MO_133,drinks,drinks
MO_133,drinks,drinks
MO_133,drinks,drinks
MO_133,drinks,drinks
MO_133,drinks,spices
MO_133,spices,spices
MO_133,spices,spices
MO_133,spices,dairy
MO_133,dairy,dairy
MO_133,dairy,dairy
MO_133,dairy,dairy
MO_133,dairy,dairy
MO_133,dairy,spices
MO_133,spices,spices
MO_133,spices,spices
MO_133,spices,spices
MO_133,spices,dairy
MO_133,dairy,fruit
MO_133,fruit,checkout
MO_133,checkout,checkout
MO_134,drinks,drinks
MO_134,drinks,drinks
MO_134,drinks,drinks
MO_134,drinks,checkout
MO_134,checkout,checkout
MO_135,dairy,dairy
MO_135,dairy,dairy
MO_135,dairy,dairy
MO_135,dairy,checkout
MO_135,checkout,checkout
MO_136,dairy,dairy
MO_136,dairy,dairy
MO_136,dairy,dairy
MO_136,dairy,drinks
MO_136,drinks,fruit
MO_136,fruit,checkout
MO_136,checkout,checkout
MO_137,fruit,fruit
MO_137,fruit,fruit
MO_137,fruit,fruit
MO_137,fruit,checkout
MO_137,checkout,checkout
MO_138,fruit,dairy
MO_138,dairy,spices
MO_138,spices,drinks
MO_138,drinks,drinks
MO_138,drinks,drinks
MO_138,drinks,drinks
MO_138,drinks,checkout
MO_138,checkout,checkout
MO_139,dairy,dairy
MO_139,dairy,dairy
MO_139,dairy,checkout
MO_139,checkout,checkout
MO_140,fruit,fruit
MO_140,fruit,fruit
MO_140,fruit,checkout
MO_140,checkout,checkout
MO_141,fruit,fruit
MO_141,fruit,checkout
MO_141,checkout,checkout
MO_142,dairy,dairy
MO_142,dairy,dairy
MO_142,dairy,dairy
MO_142,dairy,dairy
MO_142,dairy,drinks
MO_142,drinks,drinks
MO_142,drinks,checkout
MO_142,checkout,checkout
MO_143,dairy,dairy
MO_143,dairy,dairy
MO_143,dairy,drinks
MO_143,drinks,checkout
MO_143,checkout,checkout
MO_144,drinks,drinks
MO_144,drinks,drinks
MO_144,drinks,drinks
MO_144,drinks,drinks
MO_144,drinks,spices
MO_144,spices,spices
MO_144,spices,spices
MO_144,spices,spices
MO_144,spices,drinks
MO_144,drinks,checkout
MO_144,checkout,checkout
MO_145,drinks,checkout
MO_145,checkout,checkout
MO_146,dairy,dairy
MO_146,dairy,spices
MO_146,spices,drinks
MO_146,drinks,drinks
MO_146,drinks,spices
MO_146,spices,spices
MO_146,spices,checkout
MO_146,checkout,checkout
MO_147,dairy,dairy
MO_147,dairy,fruit
MO_147,fruit,spices
MO_147,spices,fruit
MO_147,fruit,fruit
MO_147,fruit,drinks
MO_147,drinks,drinks
MO_147,drinks,drinks
MO_147,drinks,drinks
MO_147,drinks,checkout
MO_147,checkout,checkout
MO_148,spices,spices
MO_148,spices,checkout
MO_148,checkout,checkout
MO_149,spices,fruit
MO_149,fruit,fruit
MO_149,fruit,fruit
MO_149,fruit,checkout
MO_149,checkout,checkout
MO_150,dairy,dairy
MO_150,dairy,dairy
MO_150,dairy,dairy
MO_150,dairy,dairy
MO_150,dairy,drinks
MO_150,drinks,checkout
MO_150,checkout,checkout
MO_151,dairy,dairy
MO_151,dairy,dairy
MO_151,dairy,dairy
MO_151,dairy,dairy
MO_151,dairy,fruit
MO_151,fruit,fruit
MO_151,fruit,fruit
MO_151,fruit,fruit
